0000818568;1596|0
0000064115;9305323|2
0000265488;2131|0
0000028077;8949185|2
0000670178;1309|0
0000107755;5719066|3
0000434562;218840965|3
0000779470;1515|0
0000779470;40525580|3
0000330194;612|0
0001045744;578|0
0000845839;852|0
0000321146;280|0
0000325651;694|0
0000355584;515|0
0000259551;1845|0
0000874332;2009|0
0000307347;372|0
0000032609;1023|0
0000850812;2296|0
0000321069;2235|0
0000819513;1597|0
0000937073;2350|0
0000353211;1044|0
0000354245;1045|0
0000654373;1482|0
0000289650;238|0
0000129107;463|0
0000028109;8948275|2
0000416834;768|0
0000937362;632|0
0000471372;1422|0
0000031541;2167|0
0000505036;507|0
0000362683;1373|0
0000780806;1517|0
0000107443;2289|0
0000031598;1196906717|0
0000849826;2369|0
0000512213;1673|0
0000313389;52903652|3
0000851816;1875|0
0000060970;1025|0
0000222643;1717|0
0000819877;1598|0
0000832872;1620|0
0000031209;994|0
0000232175;1798|0
0000130025;465|0
0000130025;48479108|6
0000215898;1657|0
0000308336;376|0
0000273315;2133|0
0000445112;1387|0
0000031945;2153|0
0000779729;1196907150|0
0000779729;1520|0
0000989508;53|0
0000215561;1658|0
0000062152;1026|0
0000544273;976|0
0000275366;2134|0
0000202522;1196906908|0
0000202522;1446|0
0000174247;882|0
0000202987;1447|0
0000197740;1448|0
0001077937;110528745|3
0000732058;139|0
0000108152;1876|0
0000472995;1425|0
0000650509;1472|0
0000103664;893|0
0000542813;957|0
0000625079;1934|0
0000776525;1522|0
0000603285;1058|0
0000198552;1451|0
0000864391;2033|0
0000217119;1196908949|0
0000217119;1659|0
0001016954;1990|0
0000362485;516|0
0000524032;1694|0
0000356811;517|0
0000356811;1196909954|0
0000356811;9122284|3
0001039119;90|0
0001092542;8026|0
0001009164;264|0
0000110182;100|0
0000354008;1046|0
0000819264;1599|0
0000980005;1809|0
0000336113;615|0
0000473473;1426|0
0000309239;377|0
0000773333;8876838|2
0000062941;1004|0
0000064143;1196909251|0
0000822107;1621|0
0000033527;1028|0
0000083828;336|3
0000107253;33208|2
0000731514;140|0
0001078295;8460|0
0000198655;1452|0
0000990874;54|0
0000418893;770|0
0000101126;909|0
0000596969;674|0
0000207393;1660|0
0000041092;48479112|6
0000861290;2213|0
0000354270;2197|0
0000322038;282|0
0000356160;518|0
0000597763;675|0
0000853758;1902|0
0000347213;337|0
0000347213;11664406|3
0000165366;726|0
0000676040;1311|0
0000066240;1029|0
0000719852;1220|0
0000152434;2307|0
0000586851;52916681|3
0000900209;788|0
0000080592;77417222|3
0000080592;894|0
0000325321;696|0
0000394020;739|0
0000201238;13098325|3
0001061168;1343|0
0000822874;2272|0
0000509929;1674|0
0000028064;8949265|2
0000053579;1686200|5
0000290950;241|0
0000133821;214|0
0000733783;186|0
0000981370;1810|0
0000144359;217|0
0000144359;1196908017|0
0000144359;12841656|3
0000260108;1846|0
0000175875;885|0
0000323906;284|0
0000335742;616|0
0000850493;1904|0
0000156289;571|0
0000833758;1624|0
0000654543;1486|0
0000324400;687|0
0000835204;1626|0
0000216959;1661|0
0000452430;1389|0
0000069763;1031|0
0000220223;1722|0
0000108684;1900|0
0000157561;572|0
0000954114;1149|0
0000946406;634|0
0000230626;1781|0
0000530560;590|0
0000129679;468|0
0000420393;773|0
0000506189;509|0
0000422109;774|0
0000422579;775|0
0000802399;1906|0
0000652587;1485|0
0000978720;1824|0
0000947716;636|0
0000231721;1804|0
0000103461;911|0
0000347876;340|0
0000861519;995|0
0000861519;2035|0
0000292612;244|0
0000424382;776|0
0000758788;188|0
0000250453;1828|0
0000277626;2135|0
0001040440;95|0
0000794760;1907|0
0000222530;1724|0
0000277748;2136|0
0000250154;1806|0
0000260664;1848|0
0001007773;246|0
0000765566;1944|0
0000293065;245|0
0000850323;1877|0
0000429610;318|0
0000326025;701|0
0000185581;927|0
0000691520;1314|0
0000878051;494|0
0001062472;1345|0
0000531836;598|0
0000882410;495|0
0000881469;496|0
0000425170;778|0
0000349338;342|0
0000728734;189|0
0000326360;688|0
0000918009;831|0
0000176331;887|0
0001080784;1890138|5
0001062163;2185|0
0000430375;319|0
0000031666;996|0
0000131788;469|0
0001029043;1988|0
0000028104;8949373|2
0000399113;2222|0
0000849631;1910|0
0000498510;437|0
0000033097;1032|0
0001073005;1580|0
0000063600;2155|0
0000646747;2103|0
0000476678;1431|0
0000676322;1315|0
0000653294;1465|0
0000861803;2038|0
0000638402;2088|0
0000506743;48478498|6
0000854968;2011|0
0000336376;345|0
0000529798;591|0
0000053532;2168|0
0001017667;1991|0
0000693168;1318|0
0000361991;534|0
0000070886;1033|0
0000919483;2084|0
0000623258;13093923|3
0000623258;19600798|2
0000385836;1124|0
0000676868;1319|0
0000166806;729|0
0000839247;858|0
0000167517;730|0
0000071564;1034|0
0000451237;1390|0
0000206007;1457|0
0000134530;216|0
0000881734;475|0
0000779252;285|3
0000093924;4903795|3
0000639777;2106|0
0000848070;860|0
0000131079;470|0
0000262423;1850|0
0000072858;1036|0
0000077774;2156|0
0000169971;890|0
0000034410;2157|0
0000031716;997|0
0000053706;2158|0
0000492321;536|0
0000780892;1528|0
0000032219;2341|0
0000850959;2322|0
0001070430;1564|0
0000861371;2012|0
0000938543;639|0
0000132275;48478632|6
0000324283;285|0
0000649612;2107|0
0001048733;1530|0
0001079557;140|2
0000600115;684|0
0000991690;2344|0
0000263227;2137|0
0000219005;1667|0
0000263113;1851|0
0000037994;2159|0
